"";"Precipitacion";"Temp_Aire_med";"Temp_Aire_max";"Temp_Aire_min";"Temp_Rocio_med";"Humedad_med";"Presion_Atm_med";"Insolacion";"Evaporacion";"semana"
"303";"0,0";"28,1";"32,5";"16,9";"19,2";"59";"998";"10,0";"5,5";43
"304";"78,8";"23,3";"27,5";"24,9";"18,0";"72";"997";"0,6";"s/d";43
"305";"24,9";"19,5";"21,5";"18,9";"18,2";"92";"996";"0,6";"s/d";43
"306";"9,5";"20,0";"26,5";"18,1";"17,4";"86";"995";"6,2";"0,5";43
"307";"0,1";"22,9";"27,4";"16,2";"15,2";"64";"995";"11,0";"5,0";43
"308";"0,5";"27,9";"32,5";"19,2";"22,1";"72";"1001";"4,2";"3,0";44
"309";"0,0";"24,4";"29,0";"21,6";"20,4";"79";"995";"4,7";"3,8";44
"310";"0,0";"25,2";"29,5";"20,0";"14,8";"53";"1001";"11,2";"7,9";44
"311";"0,0";"23,7";"31,5";"14,4";"13,3";"54";"999";"11,5";"6,9";44
"312";"1,0";"28,3";"33,5";"23,1";"18,8";"57";"995";"11,4";"4,0";44
"313";"40,0";"21,9";"28,0";"19,3";"17,5";"77";"995";"5,2";"s/d";44
"314";"18,3";"20,3";"22,8";"19,2";"17,9";"86";"997";"1,0";"3,2";44
"315";"0,0";"25,2";"29,0";"18,8";"18,4";"66";"1000";"10,5";"5,0";45
"316";"0,0";"27,9";"31,0";"17,9";"15,1";"46";"1000";"9,8";"5,2";45
"317";"0,0";"26,8";"29,0";"21,6";"23,4";"82";"996";"2,2";"3,3";45
"318";"0,0";"26,8";"31,0";"22,4";"21,2";"73";"995";"6,0";"4,3";45
"319";"4,9";"28,5";"32,0";"23,3";"21,5";"67";"996";"8,0";"6,4";45
"320";"0,0";"21,1";"26,5";"17,6";"15,9";"74";"998";"5,5";"3,5";45
"321";"0,0";"25,1";"30,5";"16,4";"14,3";"53";"999";"11,2";"6,4";45
"322";"0,0";"25,7";"30,5";"15,4";"13,6";"48";"998";"11,5";"5,9";46
"323";"0,0";"25,5";"32,0";"14,2";"12,5";"48";"999";"11,3";"6,9";46
"324";"0,0";"27,3";"33,5";"14,8";"14,1";"48";"996";"11,4";"7,5";46
"325";"0,0";"30,6";"35,6";"19,8";"16,9";"47";"993";"11,3";"8,9";46
"326";"4,5";"26,5";"33,0";"24,4";"19,9";"68";"995";"5,8";"5,2";46
"327";"0,0";"23,6";"27,5";"19,1";"20,8";"84";"991";"1,5";"3,0";46
"328";"0,0";"24,5";"28,8";"22,0";"13,6";"51";"995";"10,7";"6,0";46
"329";"0,0";"24,1";"29,9";"15,8";"7,6";"36";"998";"11,3";"5,0";47
"330";"0,0";"28,0";"32,3";"13,7";"14,9";"45";"996";"11,3";"6,8";47
"331";"0,0";"25,6";"29,7";"20,6";"18,4";"65";"996";"s/d";"4,9";47
"332";"0,0";"21,8";"28,0";"16,0";"13,6";"62";"1001";"9,3";"7,9";47
"333";"0,0";"25,1";"31,0";"13,1";"11,8";"46";"997";"11,2";"7,6";47
"334";"33,0";"30,4";"35,5";"16,6";"17,9";"49";"997";"11,5";"s/d";47
"335";"22,2";"19,5";"28,5";"21,6";"18,4";"93";"997";"0,0";"3,9";47
"336";"0,0";"23,6";"28,5";"17,4";"16,5";"66";"1000";"11,0";"5,0";48
"337";"0,0";"25,5";"30,5";"17,0";"16,1";"57";"1000";"11,5";"7,7";48
"338";"0,0";"26,7";"33,5";"18,8";"17,1";"56";"1000";"11,8";"7,5";48
"339";"76,2";"29,7";"34,6";"19,5";"21,2";"62";"995";"6,3";"s/d";48
"340";"0,1";"26,5";"30,5";"21,8";"22,9";"81";"993";"6,2";"3,8";48
"342";"0,0";"28,6";"31,1";"21,1";"18,9";"56";"994";"s/d";"8,0";48
"343";"0,0";"29,1";"31,5";"22,6";"21,4";"64";"994";"11,7";"5,5";48
"344";"37,2";"28,9";"33,5";"21,3";"21,9";"69";"994";"7,4";"s/d";49
"345";"0,0";"28,0";"32,0";"22,9";"21,4";"68";"997";"8,2";"7,0";49
"346";"0,0";"28,8";"32,5";"21,9";"21,0";"63";"998";"11,6";"6,1";49
"347";"0,7";"28,5";"31,5";"24,0";"22,4";"70";"995";"1,8";"4,0";49
"348";"0,0";"29,9";"34,2";"24,7";"22,5";"66";"993";"10,5";"7,6";49
"349";"0,0";"29,9";"35,2";"23,2";"17,9";"49";"994";"11,3";"8,0";49
"350";"0,0";"29,2";"34,0";"21,5";"19,6";"58";"994";"5,0";"6,2";49
"351";"0,0";"31,0";"35,5";"21,4";"19,3";"52";"994";"11,7";"7,0";50
"352";"0,0";"30,1";"34,3";"22,0";"16,0";"44";"995";"11,7";"8,9";50
"353";"0,0";"29,3";"34,0";"20,0";"15,3";"44";"996";"11,7";"7,0";50
"354";"0,0";"31,9";"36,5";"21,6";"21,0";"54";"996";"11,8";"8,0";50
"355";"0,0";"32,7";"38,0";"25,5";"21,6";"53";"998";"8,8";"7,6";50
"356";"0,0";"30,2";"37,3";"25,4";"23,9";"69";"996";"7,0";"6,4";50
"357";"0,0";"s/d";"38,5";"25,6";"sd";"s/d";"s/d";"11,7";"6,7";50
"358";"3,7";"29,5";"37,0";"26,8";"22,5";"66";"997";"4,5";"6,1";51
"359";"0,0";"28,1";"31,3";"22,0";"22,2";"71";"1001";"9,5";"5,6";51
"360";"26,2";"31,4";"35,8";"24,0";"23,6";"64";"998";"8,3";"s/d";51
"361";"0,1";"24,0";"33,0";"22,6";"22,1";"90";"996";"s/d";"s/d";51
"362";"15,1";"28,4";"34,0";"22,8";"23,5";"77";"993";"7,5";"6,1";51
"363";"29,2";"25,4";"28,3";"23,9";"23,2";"88";"994";"0,3";"s/d";51
"364";"7,5";"25,7";"28,0";"24,2";"23,7";"89";"992";"0,5";"s/d";51
"365";"0,0";"24,9";"29,0";"21,4";"20,6";"77";"996";"3,2";"3,5";52
"366";"0,0";"27,6";"31,0";"19,6";"18,3";"58";"996";"11,6";"3,4";52
"367";"9,7";"27,0";"30,0";"22,7";"23,7";"82";"995";"7,2";"3,4";52
"368";"1,6";"26,5";"32,0";"24,4";"23,3";"83";"997";"4,3";"3,0";52
"369";"0,0";"28,1";"33,0";"23,0";"23,1";"75";"995";"7,8";"5,5";52
"370";"0,0";"28,4";"31,0";"24,0";"23,1";"74";"995";"11,0";"6,1";52
"371";"0,0";"29,7";"34,1";"23,4";"23,3";"69";"993";"9,3";"5,5";52
"372";"2,5";"29,1";"34,4";"23,8";"sd";"s/d";"s/d";"9,7";"6,5";52
